id,orden,palabra,valoracion,etiqueta
#縉OMBRE?,4,Creatividad ,7,
#縉OMBRE?,5,Oportunidad ,5,
#縉OMBRE?,1,skynet,2,Inteligencia Artificial
#縉OMBRE?,2,terminator,2,Inteligencia Artificial
#縉OMBRE?,3,perdidad de trabajos,1,
#縉OMBRE?,4,seguridad,3,
#縉OMBRE?,5,clasificaci贸n,2,
#縉OMBRE?,1,Inform谩tica,10,
#縉OMBRE?,2,Interesante,7,
#縉OMBRE?,3,Oportunidades,9,
#縉OMBRE?,4,Obtenci贸n de distintos objetivos,8,
#縉OMBRE?,5,Educaci贸n,10,
#縉OMBRE?,1,Datos ,8,
#縉OMBRE?,2,Informacion,10,Informaci髇
#縉OMBRE?,3,Grande,8,
#縉OMBRE?,4,Datos,8,Informaci髇
#縉OMBRE?,5,Macrodatos,4,
#縉OMBRE?,6,Tecnologia,5,Tecnolog韆
#縉OMBRE?,1,Computadora,9,Tecnolog韆
#縉OMBRE?,2,An谩lisis,7,Tecnolog韆
#縉OMBRE?,3,T茅cnico,4,
#縉OMBRE?,4,Duro,0,
#縉OMBRE?,5,Pseudo,0,
#縉OMBRE?,1,Brillo,3,
#縉OMBRE?,2,Chimento,10,
#縉OMBRE?,3,Perro,10,
#縉OMBRE?,4,Gato,0,
#縉OMBRE?,5,Cari帽o,5,
#縉OMBRE?,1,C谩lculo,5,
#縉OMBRE?,2,Computaci贸n,10,
#縉OMBRE?,3,Inteligencia artificial,8,
#縉OMBRE?,4,BLOCKCHAIN,7,
#縉OMBRE?,5,Conocimiento,5,
#縉OMBRE?,1,Educaci贸n,9,
#縉OMBRE?,2,Alternativa,7,
#縉OMBRE?,3,Maestro,8,
#縉OMBRE?,4,Formaci贸n,9,
#縉OMBRE?,5,Desaf铆o,5,
#縉OMBRE?,1,grande,10,
#縉OMBRE?,2,informacion,10,Informaci髇
#縉OMBRE?,3,soluciones,10,
#縉OMBRE?,4,tecnologias,10,
#縉OMBRE?,5,procesos,7,
#縉OMBRE?,1,Gran dato,4,
#縉OMBRE?,2,Dato importante,5,
#縉OMBRE?,3,Blog de datos,5,
#縉OMBRE?,4,P谩gina de pdf,5,
#縉OMBRE?,5,Informacion,5,Informaci髇
#縉OMBRE?,1,Algoritmo,5,
#縉OMBRE?,2,Automatizaci贸n,8,
#縉OMBRE?,3,Control,5,Control
#縉OMBRE?,4,Reconocimiento Facial,8,
#縉OMBRE?,5,Skynet,0,Inteligencia Artificial
-M4PY7FNI6mt51Ge-2aW,1,Progreso,10,
-M4PY7FNI6mt51Ge-2aW,2,Avance,10,Tecnolog韆
-M4PY7FNI6mt51Ge-2aW,3,Dominio,10,
-M4PY7FNI6mt51Ge-2aW,4,Supervivencia,10,
-M4PY7FNI6mt51Ge-2aW,5,Mente,10,Inteligencia Artificial
#縉OMBRE?,1,Innovar,10,
#縉OMBRE?,2,Descubrir,10,
#縉OMBRE?,3,Crear ,10,
#縉OMBRE?,4,Fortalecer ,10,
#縉OMBRE?,5,Avanzar,10,
#縉OMBRE?,1,Innovaci贸n,10,Tecnolog韆
#縉OMBRE?,2,Manejo de muchos datos,10,
#縉OMBRE?,3,Informaci贸n,10,Informaci髇
#縉OMBRE?,4,Bajos costos investigacion,10,
#縉OMBRE?,5,Amplitud de usos,10,
#縉OMBRE?,1,Informaci贸n,5,Informaci髇
#縉OMBRE?,2,Datos,4,Informaci髇
#縉OMBRE?,3,Recopilaci贸n,5,
#縉OMBRE?,4,Cantidad,5,
#縉OMBRE?,5,Internet,5,
#縉OMBRE?,1,Informaci贸n,8,Informaci髇
#縉OMBRE?,2,Social,10,
#縉OMBRE?,3,Internet,9,
#縉OMBRE?,4,Interacci贸n,10,
#縉OMBRE?,5,Datos ,10,
#縉OMBRE?,1,Computador,10,
#縉OMBRE?,2,M谩quina ,10,
#縉OMBRE?,3,Futuro,10,Tecnolog韆
#縉OMBRE?,4,Sociedad,10,
#縉OMBRE?,5,Tecnolog铆a ,10,Tecnolog韆
-M4QshkOdvab21p23HF-,1,Datos,7,Informaci髇
-M4QshkOdvab21p23HF-,2,Inform谩tica ,8,
-M4QshkOdvab21p23HF-,3,Empresas,10,
-M4QshkOdvab21p23HF-,4,Memoria ,5,
-M4QshkOdvab21p23HF-,5,Redes,4,Tecnolog韆
-M4QuCAcScC-9xZQIpvk,1,Ciencia,9,Tecnolog韆
-M4QuCAcScC-9xZQIpvk,2,Tecnolog铆a,9,Tecnolog韆
-M4QuCAcScC-9xZQIpvk,3,Resoluci贸n de problemas,8,
-M4QuCAcScC-9xZQIpvk,4,Robots,6,
-M4QuCAcScC-9xZQIpvk,5,"""Piensan/Hacen otros lo que podr铆amos hacer""",6,
-M4Rk4cOQHm7b0PDarQ-,1,Sobre informaci贸n,0,
-M4Rk4cOQHm7b0PDarQ-,2,Informaci贸n,9,Informaci髇
-M4Rk4cOQHm7b0PDarQ-,3,Virtual,4,Informaci髇
-M4Rk4cOQHm7b0PDarQ-,4,Desconectado,0,
-M4Rk4cOQHm7b0PDarQ-,5,Conectado,8,
#縉OMBRE?,1,libros,10,
#縉OMBRE?,2,datos,10,Informaci髇
#縉OMBRE?,3,doctorado,10,
#縉OMBRE?,4,escuela,10,
#縉OMBRE?,5,practica,10,
#縉OMBRE?,1,Grandes bases de datos,9,
#縉OMBRE?,2,Gestion de la informaci贸n ,9,
#縉OMBRE?,3,Equipos de trabajo,8,
#縉OMBRE?,4,Oferta laboral,9,
#縉OMBRE?,5,Saber tecnico y disciplinas,7,
#縉OMBRE?,1,Machine learning,7,
#縉OMBRE?,2,Inteligencia artificial,8,
#縉OMBRE?,3,Ciencias De la computacion,5,
#縉OMBRE?,4,Robotica,5,
#縉OMBRE?,5,automatizacion,5,Automatizaci髇
#縉OMBRE?,1,Gran,0,
#縉OMBRE?,2,Informaci贸n,10,Informaci髇
#縉OMBRE?,3,Gran informaci贸n,5,
#縉OMBRE?,4,Datos,7,Informaci髇
#縉OMBRE?,5,Medios,4,
#縉OMBRE?,1,Proceso,10,
#縉OMBRE?,2,Analisis,10,
#縉OMBRE?,3,Estimaciones,10,
#縉OMBRE?,4,Vigilancia,0,
#縉OMBRE?,5,Desarrollo,10,Tecnolog韆
-M4X1PJ5I-WZklAzj7B-,1,Informaci贸n ,7,Informaci髇
-M4X1PJ5I-WZklAzj7B-,2,Importante,7,
-M4X1PJ5I-WZklAzj7B-,3,Ayuda,5,
-M4X1PJ5I-WZklAzj7B-,4,Variedad,6,
-M4X1PJ5I-WZklAzj7B-,5,Consideraci贸n ,7,
#縉OMBRE?,1,Datos,8,Informaci髇
#縉OMBRE?,2,Software,9,
#縉OMBRE?,3,Global,6,
#縉OMBRE?,4,An谩lisis,8,Tecnolog韆
#縉OMBRE?,5,Contexto,10,
#縉OMBRE?,1,Futuro,10,Tecnolog韆
#縉OMBRE?,2,Progreso,10,
#縉OMBRE?,3,Utop铆a,10,
#縉OMBRE?,4,Distop铆a,0,
#縉OMBRE?,5,Rebeli贸n de las m谩quinas,0,
#縉OMBRE?,1,Nube ,10,
#縉OMBRE?,2,Conectividad,10,
#縉OMBRE?,3,Desarrollo,7,Tecnolog韆
#縉OMBRE?,4,Problemas,1,
#縉OMBRE?,5,Union,10,
#縉OMBRE?,1,Big data,10,
#縉OMBRE?,2,An谩lisis,9,Tecnolog韆
#縉OMBRE?,3,Miner铆a,8,
#縉OMBRE?,4,B煤squedas,7,
#縉OMBRE?,5,Privaci贸n de la informaci贸n,2,
#縉OMBRE?,6,Silicon Valley ,1,
#縉OMBRE?,1,Mucha informaci贸n ,7,
#縉OMBRE?,2,Redes,8,Tecnolog韆
#縉OMBRE?,3,"Correos, spams",0,
#縉OMBRE?,4,Empresas compran datos,0,
#縉OMBRE?,5,Servidores,5,
#縉OMBRE?,1,Conjunto,5,
#縉OMBRE?,2,Informaci贸n,6,Informaci髇
#縉OMBRE?,3,Falta de privacidad,2,
#縉OMBRE?,4,Marketing,2,
#縉OMBRE?,5,Dios del internet ,3,
#縉OMBRE?,1,An谩lisis,8,Tecnolog韆
#縉OMBRE?,2,Datos,10,Informaci髇
#縉OMBRE?,3,Matem谩tica,7,
#縉OMBRE?,4,Asociaciones,8,
#縉OMBRE?,5,Predicci贸n,9,
#縉OMBRE?,1,Conocimiento,10,
#縉OMBRE?,2,Saber,9,
#縉OMBRE?,3,Interrogaci贸n,8,
#縉OMBRE?,4,Curiosidad,9,
#縉OMBRE?,5,Cultivarse,7,
#縉OMBRE?,1,General,0,
#縉OMBRE?,2,Abarcativo,10,
#縉OMBRE?,3,Completo,10,
#縉OMBRE?,4,Muchos datos,0,
#縉OMBRE?,5,Global,10,
#縉OMBRE?,1,Mercado,10,
#縉OMBRE?,2,Precarizaci贸n ,10,
#縉OMBRE?,3,Positivismo ,0,
#縉OMBRE?,4,Salud,0,
#縉OMBRE?,5,Concentraci贸n de capital,10,
#縉OMBRE?,1,Base de datos ,5,
#縉OMBRE?,2,Informaci贸n ,5,Informaci髇
#縉OMBRE?,3,Almacenamiento,5,
#縉OMBRE?,4,Datos personales ,5,
#縉OMBRE?,5,Indexaci贸n,5,
#縉OMBRE?,1,El gran dato,0,
#縉OMBRE?,2,Masificaci贸n ,0,
#縉OMBRE?,3,Generalizaci贸n exesivs,0,
#縉OMBRE?,4,Que esta de moda,0,
#縉OMBRE?,5,Pasa tiempo ,10,
#縉OMBRE?,1,Sabidur铆a ,10,
#縉OMBRE?,2,Ideas ,5,
#縉OMBRE?,3,Estudio ,10,Informaci髇
#縉OMBRE?,4,Hip贸tesis ,10,
#縉OMBRE?,5,Respuestas ,5,
#縉OMBRE?,1,Libros,10,
#縉OMBRE?,2,Universidad,10,
#縉OMBRE?,3,Lectura,10,Informaci髇
#縉OMBRE?,4,Escritura,10,
#縉OMBRE?,5,Memoria,10,
#縉OMBRE?,1,Robot,5,Inteligencia Artificial
#縉OMBRE?,2,Evolucion,2,
#縉OMBRE?,3,Informatica,8,Tecnolog韆
#縉OMBRE?,4,Relaciones virtuales,1,
#縉OMBRE?,5,Saber especifico,9,
#縉OMBRE?,6,Artificial,0,
#縉OMBRE?,1,Estudio,10,Educaci髇
#縉OMBRE?,2,Internet,10,
#縉OMBRE?,3,Datos personales,6,
#縉OMBRE?,4,Agilidad a la distancia ,9,
#縉OMBRE?,5,Organizaci贸n ,10,
#縉OMBRE?,1,Crecimiento,8,Automatizaci髇
#縉OMBRE?,2,Universidad,8,
#縉OMBRE?,3,Vida,8,
#縉OMBRE?,4,Pensar,8,
#縉OMBRE?,5,Realizaci贸n,8,
#縉OMBRE?,1,Informaci贸n ,9,Informaci髇
#縉OMBRE?,2,Importante ,9,
#縉OMBRE?,3,Inform谩tica ,5,
#縉OMBRE?,4,Datos,8,Informaci髇
#縉OMBRE?,5,Aviso ,7,
#縉OMBRE?,1,Informaci贸n,7,Informaci髇
#縉OMBRE?,2,Exploraci贸n ,8,
#縉OMBRE?,3,Experimentos,9,
#縉OMBRE?,4,Aprendizaje,8,Educaci髇
#縉OMBRE?,5,Material Denso,3,
#縉OMBRE?,1,grandes datos,10,
#縉OMBRE?,2,una noticia importante,10,
#縉OMBRE?,3,conocimiento,10,
#縉OMBRE?,4,un encabezado,5,
#縉OMBRE?,5,un tipo de problematica,10,
#縉OMBRE?,1,Avance ,8,
#縉OMBRE?,2,Consumo,5,
#縉OMBRE?,3,Sedentarismo,4,
#縉OMBRE?,4,Herramienta,6,
#縉OMBRE?,5,Costo,4,
#縉OMBRE?,1,Saber ,10,
#縉OMBRE?,2,Pensar,10,
#縉OMBRE?,3,Ignorancia,2,Control
#縉OMBRE?,4,Exito,8,
#縉OMBRE?,5,Crecimiento,10,Automatizaci髇
-M5SUkUrSegJJPwm6x5-,1,Aplicaciones inteligentes ( predictoras),10,
-M5SUkUrSegJJPwm6x5-,2,Bases de datos,9,
-M5SUkUrSegJJPwm6x5-,3,Comercializaci贸n web,8,
-M5SUkUrSegJJPwm6x5-,4,Marketing 4.0,8,
-M5SUkUrSegJJPwm6x5-,5,Destinos inteligentes,8,
#縉OMBRE?,1,redes sociales,2,
#縉OMBRE?,2,google,8,
#縉OMBRE?,3,digitalizaci贸n,8,
#縉OMBRE?,4,vigilancia,2,
#縉OMBRE?,5,cibercrimen,2,
#縉OMBRE?,1,Tecnolog铆a,5,Tecnolog韆
#縉OMBRE?,2,Estad铆stica ,7,
#縉OMBRE?,3,Inform谩tica,5,
#縉OMBRE?,4,N煤meros,5,
#縉OMBRE?,5,Sistemas,5,
#縉OMBRE?,1,Saberes ,10,
#縉OMBRE?,2,Academico,2,
#縉OMBRE?,3,Epistemolog铆a,5,
#縉OMBRE?,4,Educaci贸n ,7,
#縉OMBRE?,5,Poder,4,Control
#縉OMBRE?,1,Cerebro,5,
#縉OMBRE?,2,Imaginacion,5,
#縉OMBRE?,3,Escrito,5,
#縉OMBRE?,4,Lamparita,5,
#縉OMBRE?,5,Velocidad,5,Automatizaci髇
#縉OMBRE?,1,Cerebro,5,
#縉OMBRE?,2,Imaginacion,5,
#縉OMBRE?,3,Escrito,5,
#縉OMBRE?,4,Lamparita,5,
#縉OMBRE?,5,Velocidad,5,Automatizaci髇
#縉OMBRE?,1,Cerebro,5,
#縉OMBRE?,2,Imaginacion,5,
#縉OMBRE?,3,Escrito,5,
#縉OMBRE?,4,Lamparita,5,
#縉OMBRE?,5,Velocidad,5,Automatizaci髇
#縉OMBRE?,1,Robots,8,
#縉OMBRE?,2,Matem谩ticas,9,
#縉OMBRE?,3,Ingenier铆a,8,
#縉OMBRE?,4,Inform谩tica,8,
#縉OMBRE?,5,Big data,8,
#縉OMBRE?,1,An谩lisis,10,Tecnolog韆
#縉OMBRE?,2,masivo,8,
#縉OMBRE?,3,datos personales,8,
#縉OMBRE?,4,Intereses ,5,
#縉OMBRE?,5,Gustos ,5,
#縉OMBRE?,1,Robot,0,Inteligencia Artificial
#縉OMBRE?,2,Aut贸nomo ,0,
#縉OMBRE?,3,Riesgo,5,
#縉OMBRE?,4,Futuro,0,Tecnolog韆
#縉OMBRE?,5,Industria,0,
#縉OMBRE?,1,Gran informaci贸n ,3,
#縉OMBRE?,2,Trafico web,10,
#縉OMBRE?,3,Internet ,6,
#縉OMBRE?,4,Intimidad,0,
#縉OMBRE?,5,Privacidad,0,
#縉OMBRE?,1,archivos,10,
#縉OMBRE?,2,datos,10,Informaci髇
#縉OMBRE?,3,informacion,10,Informaci髇
#縉OMBRE?,4,sistemas,10,
#縉OMBRE?,5,computacion,10,
-M5_odgDfIKACFhM8Il-,1,Big data,7,
-M5_odgDfIKACFhM8Il-,2,Estad铆sticas,10,
-M5_odgDfIKACFhM8Il-,3,Conteo,5,
-M5_odgDfIKACFhM8Il-,4,Analisis ,10,
-M5_odgDfIKACFhM8Il-,5,Perspectiva ,8,
#縉OMBRE?,1,Progreso,10,
#縉OMBRE?,2,Tecnolog铆a aplicada,10,
#縉OMBRE?,3,Avances y conocimientos,10,
#縉OMBRE?,4,Desaf铆o para la humanidad,7,
#縉OMBRE?,5,Mejor calidad de vida,10,
#縉OMBRE?,1,Estudio,10,Educaci髇
#縉OMBRE?,2,Cientificos,10,
#縉OMBRE?,3,Contenido,5,
#縉OMBRE?,4,Big data,5,
#縉OMBRE?,5,Sobreinformaci贸n,0,
-M5cshcl-5RWFcPnqKRd,1,Poder,7,Control
-M5cshcl-5RWFcPnqKRd,2,Responsabilidad ,10,
-M5cshcl-5RWFcPnqKRd,3,Camino,8,
-M5cshcl-5RWFcPnqKRd,4,Ambici贸n ,5,
-M5cshcl-5RWFcPnqKRd,5,Mesquindad,1,
#縉OMBRE?,1,Informaci贸n,7,Informaci髇
#縉OMBRE?,2,Inteligencia ,9,
#縉OMBRE?,3,Datos ,8,
#縉OMBRE?,4,Herramientas ,7,
#縉OMBRE?,5,Tecnolog铆as,8,
#縉OMBRE?,1,Estad铆sticas,3,
#縉OMBRE?,2,脕lgebra,8,
#縉OMBRE?,3,Finanzas,9,
#縉OMBRE?,4,Econom铆a,10,
#縉OMBRE?,5,Contabilidad,10,
#縉OMBRE?,1,conjunto,8,
#縉OMBRE?,2,datos,8,Informaci髇
#縉OMBRE?,3,referencia,8,
#縉OMBRE?,4,producto,8,
#縉OMBRE?,5,sevicio,8,
#縉OMBRE?,1,Robot,3,Inteligencia Artificial
#縉OMBRE?,2,Mec谩nico ,1,
#縉OMBRE?,3,Accesible ,10,
#縉OMBRE?,4,Soluci贸n ,10,
#縉OMBRE?,5,Din谩mico ,10,
#縉OMBRE?,1,Estudio,10,Educaci髇
#縉OMBRE?,2,Razonamientos ,10,
#縉OMBRE?,3,Sabidur铆a ,10,
#縉OMBRE?,4,Investigaci贸n ,10,
#縉OMBRE?,5,Lectura,10,Informaci髇
#縉OMBRE?,6,Tesis,10,
#縉OMBRE?,1,Futuro,10,Tecnolog韆
#縉OMBRE?,2,Robots,5,
#縉OMBRE?,3,Tecnologia,8,Tecnolog韆
#縉OMBRE?,4,Avance,7,Tecnolog韆
#縉OMBRE?,5,Emocion,5,
#縉OMBRE?,1,Prediccion,10,
#縉OMBRE?,2,Segmentacion,5,
#縉OMBRE?,3,Modelo,7,
#縉OMBRE?,4,Inteligencia Artificial,7,
#縉OMBRE?,5,Control,3,Control
#縉OMBRE?,1,Data grande,10,
#縉OMBRE?,2,Mucha informaci贸n,10,
#縉OMBRE?,3,PDF,8,
#縉OMBRE?,4,Tarea,5,
#縉OMBRE?,5,Actividades,5,
#縉OMBRE?,1,Futuro,8,Tecnolog韆
#縉OMBRE?,2,Aprendizaje,7,Educaci髇
#縉OMBRE?,3,Incertidumbre,3,Incertidumbre
#縉OMBRE?,4,Alternativa,7,
#縉OMBRE?,5,Imaginaci贸n,7,
#縉OMBRE?,1,Automatizacion,5,Automatizaci髇
#縉OMBRE?,2,Robots,5,
#縉OMBRE?,3,Informacion,5,Informaci髇
#縉OMBRE?,4,Futuro,10,Tecnolog韆
#縉OMBRE?,5,Calidad ,5,
#縉OMBRE?,1,Sistemas ,6,Tecnolog韆
#縉OMBRE?,2, internet de las cosas,9,
#縉OMBRE?,3,Rob贸tica,6,
#縉OMBRE?,4,Deshumanizaci贸n de las actividades sociales,2,
#縉OMBRE?,5,Ayuda para los humanos,9,
#縉OMBRE?,1,Mucha informaci贸n,5,
#縉OMBRE?,2,Computadoras,6,
#縉OMBRE?,3,Almacenamiento de datos,10,
#縉OMBRE?,4,Archivos pesados,6,
#縉OMBRE?,5,Internet,10,
#縉OMBRE?,1,mucho,8,
#縉OMBRE?,2,dato,8,
#縉OMBRE?,3,almacenado,8,
#縉OMBRE?,4,estadistica,8,
#縉OMBRE?,5,resolucion,8,
#縉OMBRE?,1,Mecanismo,8,
#縉OMBRE?,2,Sustentabilidad,8,
#縉OMBRE?,3,Operativo,8,
#縉OMBRE?,4,Sistematico,6,
#縉OMBRE?,5,Contemporaneo,7,
#縉OMBRE?,1,Aspiracional,3,
#縉OMBRE?,2,Tecnolog铆a,6,Tecnolog韆
#縉OMBRE?,3,Herramienta,8,
#縉OMBRE?,4,Falsas expectativas,2,
#縉OMBRE?,5,Complejo,7,
#縉OMBRE?,1,Perfil de destinatario,3,
#縉OMBRE?,2,Inereses,5,
#縉OMBRE?,3,Consumo,1,
#縉OMBRE?,4,Segmentaci贸n de la audiencia,5,
#縉OMBRE?,5,Control de poblaci贸n,1,
#縉OMBRE?,1,Laboratorio,10,
#縉OMBRE?,2,Encuesta,10,
#縉OMBRE?,3,Relevamientos,6,
#縉OMBRE?,4,Masivos,2,
#縉OMBRE?,5,Situaci贸n,6,
#縉OMBRE?,1,tecnologia,9,Tecnolog韆
#縉OMBRE?,2,futuro,8,Tecnolog韆
#縉OMBRE?,3,ciencia,7,Tecnolog韆
#縉OMBRE?,4,robots,3,
#縉OMBRE?,5,pelicula,8,
#縉OMBRE?,1,Saber,10,
#縉OMBRE?,2,Poder,7,Control
#縉OMBRE?,3,Nacimiento,8,
#縉OMBRE?,4,Pensamiento,10,Inteligencia Artificial
#縉OMBRE?,5,Construir,7,
#縉OMBRE?,1,Datos,8,Informaci髇
#縉OMBRE?,2,Digital,9,Informaci髇
#縉OMBRE?,3,Comercio,7,
#縉OMBRE?,4,Innovaci贸n ,8,Tecnolog韆
#縉OMBRE?,5,Redes,8,Tecnolog韆
#縉OMBRE?,1,Rob贸tica,5,
#縉OMBRE?,2,Creatividad ,9,
#縉OMBRE?,3,M谩s consumo de internet ,2,
#縉OMBRE?,4,Cambios ,8,
#縉OMBRE?,5,Salud ,10,
#縉OMBRE?,1,Saber ,10,
#縉OMBRE?,2,Aprendizaje ,10,Educaci髇
#縉OMBRE?,3,Cultura,10,Sociedad
#縉OMBRE?,4,Investigaci贸n ,10,
#縉OMBRE?,5,Dedicaci贸n ,10,
#縉OMBRE?,1,datos,5,Informaci髇
#縉OMBRE?,2,gran cantidad,5,
#縉OMBRE?,3,velocidad,5,Automatizaci髇
#縉OMBRE?,4,actualidad,5,
#縉OMBRE?,5,informacion,5,Informaci髇
#縉OMBRE?,1,An谩lisis,10,Tecnolog韆
#縉OMBRE?,2,Insights,10,
#縉OMBRE?,3,Accionar,10,
#縉OMBRE?,4,Control,9,Control
#縉OMBRE?,5,Informaci贸n,10,Informaci髇
#縉OMBRE?,1,Fel铆z ,5,
#縉OMBRE?,2,Contenta ,5,
#縉OMBRE?,3,Agradecida ,5,
#縉OMBRE?,4,Alegre,5,
#縉OMBRE?,5,Entusiasmada ,5,
#縉OMBRE?,1,Nube,5,
#縉OMBRE?,2,Palabras,5,
#縉OMBRE?,3,Nodos,5,
#縉OMBRE?,4,Puntos,5,
#縉OMBRE?,5,Ecosistema,5,
#縉OMBRE?,1,Tecnolog铆a ,8,Tecnolog韆
#縉OMBRE?,2,Comunicaci贸n ,9,
#縉OMBRE?,3,Informaci贸n ,8,Informaci髇
#縉OMBRE?,4,Computaci贸n ,10,
#縉OMBRE?,5,Relevamiento,8,
#縉OMBRE?,1,M谩quina ,5,
#縉OMBRE?,2,Robot,10,Inteligencia Artificial
#縉OMBRE?,3,Computadora,1,Tecnolog韆
#縉OMBRE?,4,Chip,1,
#縉OMBRE?,5,Tiempo ,1,
#縉OMBRE?,1,Tecnologia,10,Tecnolog韆
#縉OMBRE?,2,Informaci贸n,5,Informaci髇
#縉OMBRE?,3,Ordenadores,5,
#縉OMBRE?,4,N煤meros,5,
#縉OMBRE?,5,Ideas,9,
#縉OMBRE?,1,Informaci贸n ,7,Informaci髇
#縉OMBRE?,2,Datos Personales ,2,
#縉OMBRE?,3,Comunidad,5,
#縉OMBRE?,4,Tendencias,7,
#縉OMBRE?,5,Sociedad ,3,
#縉OMBRE?,1,Investigaci贸n ,7,
#縉OMBRE?,2,Derechos humanos,10,
#縉OMBRE?,3,Hipotesis,7,
#縉OMBRE?,4,Diagnostico social,10,
#縉OMBRE?,5,M茅todos cientificos,10,
-M7GC-r9_0clU1VmSHX-,1,Futuro,10,Tecnolog韆
-M7GC-r9_0clU1VmSHX-,2,Tecnolog铆a ,10,Tecnolog韆
-M7GC-r9_0clU1VmSHX-,3,Comunicaci贸n ,10,
-M7GC-r9_0clU1VmSHX-,4,Supremac铆a ,8,
-M7GC-r9_0clU1VmSHX-,5,Unidad,8,
#縉OMBRE?,1,Conocimiento,9,
#縉OMBRE?,2,Tecnologia,5,Tecnolog韆
#縉OMBRE?,3,Acceso,5,
#縉OMBRE?,4,Recursos,9,
#縉OMBRE?,5,Alfabetizacion,9,
#縉OMBRE?,1,Tecnolog铆as de computaci贸n,5,
#縉OMBRE?,2,Robots,0,
#縉OMBRE?,3,Orden mundial,0,
#縉OMBRE?,4,Desplazamiento del ser humano,0,
#縉OMBRE?,5,"Tecnolog铆as que ayudan al ser humano en medicina, ",9,
#縉OMBRE?,1,Control,2,Control
#縉OMBRE?,2,Banco de datos,8,
#縉OMBRE?,3,Dominio de privacidad ,2,
#縉OMBRE?,4,Seguridad delictiva,8,
#縉OMBRE?,5,Delitos pol铆ticos ,8,
#縉OMBRE?,1,Accesibilidad,10,
#縉OMBRE?,2,Informaci贸n,10,Informaci髇
#縉OMBRE?,3,Comodidad,10,
#縉OMBRE?,4,Red,10,
#縉OMBRE?,5,Fiabilidad,10,
-M7L0sptMAxfR-8H1f__,1,investigacion,10,Medios
-M7L0sptMAxfR-8H1f__,2,mercado,3,
-M7L0sptMAxfR-8H1f__,3,informacion,4,Informaci髇
-M7L0sptMAxfR-8H1f__,4,noticia,4,
-M7L0sptMAxfR-8H1f__,5,datos,3,Informaci髇
#縉OMBRE?,1,Investigaci贸n,6,Medios
#縉OMBRE?,2,Analisis,3,
#縉OMBRE?,3,Estad铆stica,2,Informaci髇
#縉OMBRE?,4,Innovaci贸n,7,Tecnolog韆
#縉OMBRE?,5,Avance,7,Tecnolog韆
#縉OMBRE?,1,grande,5,
#縉OMBRE?,2,informaci贸n,8,Informaci髇
#縉OMBRE?,3,dato,5,
#縉OMBRE?,4,conplejidad,8,
#縉OMBRE?,5,demasiado,2,
#縉OMBRE?,1,investigacion,8,Medios
#縉OMBRE?,2,enfoque,5,
#縉OMBRE?,3,rapido,9,
#縉OMBRE?,4,abierto,10,
#縉OMBRE?,5,ingenioso,9,
#縉OMBRE?,1,Mucha informaci贸n,5,
#縉OMBRE?,2,Base de datos,10,
#縉OMBRE?,3,B煤squeda,10,
#縉OMBRE?,4,Compartici贸n de informaci贸n,10,
#縉OMBRE?,5,Informaci贸n p煤blica,5,
#縉OMBRE?,1,Mecanismo capaz de producir,3,
#縉OMBRE?,2,Sistema programado para seguir pasos,5,
#縉OMBRE?,3,Ayuda potencial para la productividad ,5,
#縉OMBRE?,4,Programa capaz de solucionar con pocos recursos,5,
#縉OMBRE?,5,Sistema de adaptaci贸n ,3,
#縉OMBRE?,6,Mec谩nica que transforma y acumula datos,3,
#縉OMBRE?,1,Avance tecnol贸gico ,8,
#縉OMBRE?,2,Comodidad,8,
#縉OMBRE?,3,Atajos ,8,
#縉OMBRE?,4,Tecnolog铆a ,10,Tecnolog韆
#縉OMBRE?,5,Facilidad ,8,
#縉OMBRE?,1,Robot ,7,
#縉OMBRE?,2,Computadora,8,Tecnolog韆
#縉OMBRE?,3,Control ,2,
#縉OMBRE?,4,Automatizaci贸n,5,
#縉OMBRE?,5,Avance ,5,
#縉OMBRE?,1,Informaci贸n,4,Informaci髇
#縉OMBRE?,2,Manipulaci贸n,10,
#縉OMBRE?,3,Espionaje,10,
#縉OMBRE?,4,Control,10,Control
#縉OMBRE?,5,Encuestas,0,
#縉OMBRE?,1,Datos,0,Informaci髇
#縉OMBRE?,2,Control,0,Control
#縉OMBRE?,3,Previsi贸n,0,
#縉OMBRE?,4,Acci贸n,0,
#縉OMBRE?,5,Replanteo,0,
-M7VabHMfD7K-3qz7qZw,1,tecnolog铆a ,10,Tecnolog韆
-M7VabHMfD7K-3qz7qZw,2,conocimientos ,10,
-M7VabHMfD7K-3qz7qZw,3,programaci贸n ,10,
-M7VabHMfD7K-3qz7qZw,4,comunicaci贸n ,9,
-M7VabHMfD7K-3qz7qZw,5,problemas,1,
#縉OMBRE?,1,Poder,10,Control
#縉OMBRE?,2,Transformaci贸n ,10,
#縉OMBRE?,3,Resiliencia ,10,
#縉OMBRE?,4,Herramienta,10,
#縉OMBRE?,5,Transmisi贸n ,10,
#縉OMBRE?,1,Invisible ,10,
#縉OMBRE?,2,Mente,10,Inteligencia Artificial
#縉OMBRE?,3,Pensamiento ,10,
#縉OMBRE?,4,Razonamiento ,10,
#縉OMBRE?,5,L贸gica ,5,
#縉OMBRE?,1,Lectura ,10,
#縉OMBRE?,2,Experiencia ,10,
#縉OMBRE?,3,Valor,10,
#縉OMBRE?,4,Comparaci贸n ,10,
#縉OMBRE?,5,Error ,10,
